District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50
359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,313379,180106,133273,109491,121529,88787,46142,23885,13956,484084,152720,89870
360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,596113,417136,654636,423472,231164,253962,322344,255576,173378,99945,79898,1107452,396466,230033
361,JHARKHAND,Ramgarh,949443,494230,455213,596497,350031,246466,312125,234202,77923,115199,138748,134324,101381,70249,47207,594747,230525,123794
362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,624779,367108,257671,229157,229259,149009,69525,38383,25593,799323,324226,196164
363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,326631,214740,111891,131150,132014,85745,40613,22995,14802,480895,189889,116810
364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,361522,547583,495515,370847,247237,195181,1742293,725938,409166
365,JHARKHAND,Khunti,531885,266335,265550,284575,164741,119834,259984,141123,118861,64029,89730,89924,48591,20689,10130,327152,125649,78736
366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,487508,264774,222734,136719,242580,182260,82114,45613,23742,643579,225871,155452
367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,288645,159867,128778,82317,130068,97580,47836,24842,13674,357859,143560,97817
368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,439273,288288,694863,392690,302173,290007,461276,202752,79516,35824,10743,960987,353305,187635
369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,365332,247661,430051,283281,146770,134506,259984,177763,106348,49944,29840,634975,265892,161542
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
370,ORISSA,Bargarh,1481255,749161,732094,983783,557217,426566,762092,473305,288787,205253,310784,247014,147217,58840,49238,787033,410005,282422
371,ORISSA,Jharsuguda,579505,296690,282815,405879,228092,177787,247707,172018,75689,69122,101541,103622,70928,32909,22010,320156,159477,98555
372,ORISSA,Sambalpur,1041099,526877,514222,703691,393192,310499,505840,313161,192679,133005,185289,171876,108455,50705,45828,565700,286575,186726
373,ORISSA,Debagarh,312520,158230,154290,197819,112649,85170,165435,92384,73051,47615,58231,54088,27415,13420,9041,176062,81789,53989
374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,208100,350349,335380,243386,120373,94710,1188918,573238,324436
375,ORISSA,Kendujhar,1801733,906487,895246,1052518,605119,447399,766514,498077,268437,214518,287402,289350,158035,70059,57762,1038890,472908,282751
376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,283489,390037,385216,214921,92060,72847,1449729,650135,414076
377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,342192,470502,416510,267354,112392,105962,1303828,622575,390611
378,ORISSA,Bhadrak,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,210736,391081,297270,177013,71815,67536,848660,393629,260486
379,ORISSA,Kendrapara,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,218444,357621,298557,203472,76449,75926,771284,374559,290894
380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,481049,407978,403649,325589,78060,151737,251767,251332,185671,72703,70602,577896,317148,238753
381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,289414,545514,513039,328319,159456,181601,1372301,743090,499895
382,ORISSA,Jajapur,1827192,926034,901158,1290455,706396,584059,552234,486091,66143,261077,433653,330016,223657,96963,87623,1010147,479392,332706
383,ORISSA,Dhenkanal,1192811,612593,580218,829910,464093,365817,435533,340552,94981,188872,238599,193395,132002,53162,43064,641697,326233,222398
384,ORISSA,Anugul,1273821,655718,618103,869456,494425,375031,526520,360947,165573,180523,265782,204235,129226,58029,45588,708493,347521,213517
385,ORISSA,Nayagarh,962789,502636,460153,688362,392333,296029,343633,284591,59042,174904,227102,177180,90089,36951,33148,502136,262086,196994
386,ORISSA,Khordha,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,276378,445785,436534,295099,177974,247498,1199521,653346,391701
387,ORISSA,Puri,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,251520,413605,364098,179086,84374,87000,888134,477430,328666
388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,518072,767140,508511,297490,121151,97147,1980232,924756,613249
389,ORISSA,Gajapati,577817,282882,294935,262537,153663,108874,293933,155907,138026,68405,76419,54787,36977,17084,12556,345387,144043,85072
390,ORISSA,Kandhamal,733110,359945,373165,399786,233900,165886,355349,193515,161834,108606,145604,108773,48856,21351,14962,436625,177471,117777
391,ORISSA,Baudh,441162,221625,219537,271612,158648,112964,219457,125627,93830,74205,98316,67549,30799,12500,8124,253467,111571,75046
392,ORISSA,Subarnapur,610183,311312,298871,398421,230393,168028,286661,181595,105066,86120,139994,105846,65368,25556,16745,341561,153760,113450
393,ORISSA,Balangir,1648997,830097,818900,927260,545672,381588,720601,469956,250645,240180,298288,226728,116297,54694,42401,904026,430011,310876
394,ORISSA,Nuapada,610382,301962,308420,299383,180903,118480,305438,168155,137283,64389,114394,73787,51886,19577,10131,344075,152681,112325
395,ORISSA,Kalahandi,1576869,787101,789768,802036,484177,317859,751930,447290,304640,213426,225468,172905,94044,40383,27385,880160,415778,275533
396,ORISSA,Rayagada,967911,471960,495951,407735,241959,165776,467122,258032,209090,84956,97387,73210,46001,21439,17681,577569,245766,140825
397,ORISSA,Nabarangapur,1220946,604812,616134,470379,286984,183395,610906,342641,268265,116468,155611,95988,44522,16463,11198,745206,297552,171761
398,ORISSA,Koraput,1379647,678809,700838,568090,340843,227247,693406,384053,309353,158847,158653,98266,60589,32257,29000,818578,348803,207206
399,ORISSA,Malkangiri,613192,303624,309568,244706,147001,97705,310666,170495,140171,60913,64683,44962,19031,8487,5585,381913,146355,83284
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
400,CHHATTISGARH,Koriya,658917,334737,324180,397823,229923,167900,307071,185483,121588,143413,109639,87969,47127,38677,26802,399581,165022,94073
401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,694686,493255,1155807,649888,505919,364452,338509,281260,135374,105992,64607,1441436,561915,355077
402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,280656,214759,487360,263645,223715,120768,137681,127299,64188,50562,26161,488965,214455,148100
403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,542756,408883,690167,429211,260956,246480,260661,210964,130700,93340,66358,841958,398257,253488
404,CHHATTISGARH,Korba,1206640,612915,593725,748759,433391,315368,521186,333329,187857,178191,188303,168387,89167,83166,61215,729708,309479,166959
405,CHHATTISGARH,Janjgir - Champa,1619707,815717,803990,1019634,593679,425955,846466,478278,368188,257020,241692,241761,152183,127543,58712,975114,383172,260898
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,382091,407692,337793,189296,152838,134637,1625484,655032,380114
407,CHHATTISGARH,Kabeerdham,822526,412058,410468,414167,248503,165664,404156,217073,187083,126806,123840,84147,37650,28074,16671,515971,198517,107854
408,CHHATTISGARH,Rajnandgaon,1537133,762855,774278,1008379,561355,447024,800092,436611,363481,263447,287436,267653,105149,82141,51698,898915,404418,233068
409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1284612,1018766,1496805,921729,575076,463598,573291,497668,309508,286244,202424,1919832,898241,523656
410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,1757664,1099964,657700,618508,664470,552373,313247,267265,227382,2454299,1038155,560184
411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,364089,273874,499260,291858,207402,179770,194739,152183,78583,57949,33357,582544,272009,177826
412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,303924,242909,402895,226382,176513,143128,148544,120146,65196,58875,31319,461125,213021,125429
413,CHHATTISGARH,Uttar Bastar Kanker,748941,373338,375603,456042,258298,197744,389359,217513,171846,135206,124893,100674,47002,43956,21410,437598,197603,113450
414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,382335,268528,726531,404364,322167,183667,178766,139330,60936,57413,32895,864272,358157,189569
415,CHHATTISGARH,Narayanpur,139820,70104,69716,56621,33449,23172,71089,38186,32903,16980,16034,9513,4158,4488,2216,91338,33956,14367
416,CHHATTISGARH,Dakshin Bastar Dantewada,533638,264142,269496,191237,116529,74708,286595,153294,133301,40079,39023,27720,16665,16905,11197,334987,140188,58170
417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,54076,32843,134525,71591,62934,25597,22787,14170,7192,6755,3421,167348,63802,23927
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
418,MADHYA PRADESH,Sheopur,687861,361784,326077,328025,208201,119824,277455,183788,93667,90911,70840,43009,37072,24732,17091,449974,155063,82416
419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,747652,432033,675993,525329,150664,288979,285682,228234,170254,115790,71005,1254302,452484,257704
420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,676513,418404,520768,455775,64993,202629,261162,199044,140743,96011,50222,1040736,399676,258588
421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,803114,554096,685311,548820,136491,235648,235924,204871,193082,166719,193947,1218319,519728,291451
422,MADHYA PRADESH,Datia,786754,420157,366597,491445,303815,187630,321160,225662,95498,132176,131372,88949,73398,48978,34853,473097,195131,118186
423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,900846,573242,327604,759281,481001,278280,261087,214162,125117,84684,58509,44812,1106084,389652,227989
424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,747940,459353,288587,655318,402776,252542,202448,188694,143231,78053,58245,35034,898323,343824,201875
425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,572010,371023,751797,481518,270279,270951,236054,160310,112961,77787,59704,1112636,394060,252417
426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,332140,220419,431998,275375,156623,171707,134936,99251,70359,47903,29795,635347,235035,144827
427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,1545719,908607,637112,1006035,682077,323958,347752,426916,297079,214137,137899,116753,1470688,569166,335432
428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,445737,301978,574595,367711,206884,197917,217296,150040,95032,64414,41158,768929,312593,181403
429,MADHYA PRADESH,Satna,2228935,1157495,1071440,1371781,801051,570730,911349,590487,320862,338947,334635,309536,197373,148091,105499,1365647,535086,326049
430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,1441757,845572,596185,991946,617184,374762,344362,330131,312931,206274,180635,122371,1460075,540235,362228
431,MADHYA PRADESH,Umaria,644758,330674,314084,356672,210907,145765,289691,175698,113993,90791,94011,74854,43418,27216,18144,403030,158140,82984
432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,307889,200945,418682,245708,172974,137656,127167,83189,69134,53465,42343,476995,217403,131227
433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,502898,331693,679723,397714,282009,244891,217234,149219,109751,77219,52546,781000,346861,211815
434,MADHYA PRADESH,Ratlam,1455069,738241,716828,825880,485090,340790,690980,411446,279534,224715,194131,129392,111461,86507,67192,876905,363858,213560
435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1240990,730817,510173,897442,569425,328017,286534,280030,178295,159263,119586,111290,1156749,508302,320502
436,MADHYA PRADESH,Shajapur,1512681,780520,732161,894612,543509,351103,717871,431857,286014,271215,239081,141225,111366,75967,48671,901161,369741,240768
437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,550716,374653,742676,451501,291175,242508,225380,149522,125772,94403,55383,943954,388648,230280
438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,638479,438859,1027974,597079,430895,262090,244058,164576,134279,99882,66721,1377326,533243,273050
439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1289631,1019499,1268195,939055,329140,428413,472233,384611,362209,300076,382658,1877270,894464,493096
440,MADHYA PRADESH,Khargone (West Nimar),1873046,953121,919925,986234,575428,410806,894119,518254,375865,287410,256930,152267,114246,89581,64150,1166866,450248,254570
441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,313642,236284,653897,365928,287969,157337,137116,74067,59100,42649,30754,923665,302833,158594
442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,804245,488797,315448,745603,429768,315835,239738,174381,103464,96386,72316,51499,935230,363218,246447
443,MADHYA PRADESH,Vidisha,1458875,769568,689307,862918,512344,350574,550402,401583,148819,242021,214603,123650,104007,65581,59814,919239,335690,203005
444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,920314,740376,867457,644960,222497,229082,303171,287198,211371,178165,266618,1405814,625594,330291
445,MADHYA PRADESH,Sehore,1311332,683743,627589,780362,469208,311154,586087,364559,221528,193885,179388,136284,120687,77541,50655,817608,305605,187611
446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,479093,341127,517838,370366,147472,237981,210402,144108,117908,69419,48384,832939,316319,181524
447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,529783,409986,786980,453887,333093,239114,232532,176325,140402,105696,82761,938819,392728,242592
448,MADHYA PRADESH,Harda,570465,294838,275627,352550,203807,148743,230979,156852,74127,90059,87733,60757,46556,31939,27126,347774,138882,83417
449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,469199,341445,478082,345435,132647,159703,183156,145076,119682,89589,84769,730768,318232,191501
450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,460583,330190,543874,348410,195464,198447,207366,161727,112242,80935,53578,778414,326582,185857
451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,980307,776161,1005624,705970,299654,267932,352284,313910,268333,222987,235072,1387369,679185,391903
452,MADHYA PRADESH,Narsimhapur,1091854,568810,523044,718785,413491,305294,477818,323464,154354,160765,180070,128758,109996,82020,52763,620415,289560,180831
453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,222759,155955,389925,203383,186542,103002,113875,84065,49277,31104,15179,419531,181841,102522
454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,348033,256929,559649,300235,259414,156711,170994,115632,82166,58066,35476,614794,278553,160510
455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,731294,562904,957984,582263,375721,284113,336391,225747,215098,167946,112383,1232263,535316,321977
456,MADHYA PRADESH,Seoni,1379131,695879,683252,864194,485341,378853,684434,394660,289774,223650,241327,151636,116124,84398,55984,809922,363037,205237
457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,626468,521155,893014,488610,404404,290699,312640,235251,168635,126308,74213,969773,453605,276799
458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,400537,253443,514897,335454,179443,197902,157141,84560,79924,50724,42147,793150,285176,162104
459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,290304,178805,315270,231829,83441,148647,117053,62802,51499,29551,22791,535410,194772,114131
460,MADHYA PRADESH,Shahdol,1066063,540021,526042,604194,348761,255433,493057,292402,200655,161972,154282,128427,80402,60915,46513,645619,269145,150655
461,MADHYA PRADESH,Anuppur,749237,379114,370123,436595,254120,182475,346471,207401,139070,113208,115716,93450,58536,42743,31646,444954,193520,109813
462,MADHYA PRADESH,Sidhi,1127033,575912,551121,600785,353030,247755,461760,284289,177471,185550,168224,129344,80312,60845,33067,721531,253685,150959
463,MADHYA PRADESH,Singrauli,1178273,613637,564636,585054,359923,225131,499439,304234,195205,189929,150446,103971,61089,42434,30597,771725,267189,138276
464,MADHYA PRADESH,Jhabua,1025048,515023,510025,352081,214582,137499,515121,265489,249632,98308,79781,40466,38236,28990,20240,684200,220769,119681
465,MADHYA PRADESH,Alirajpur,728999,362542,366457,209754,120905,88849,366797,188698,178099,43866,44457,22410,18213,15358,10040,488848,155328,84149
466,MADHYA PRADESH,Khandwa (East Nimar),1310061,674329,635732,731615,432259,299356,612976,369676,243300,203486,201537,115166,77010,56847,42771,809091,313456,186928
467,MADHYA PRADESH,Burhanpur,757847,388504,369343,408679,233073,175606,328339,211925,116414,107547,119468,69765,57058,42618,28237,469838,181605,106034
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
468,GUJARAT,Kachchh,2092371,1096737,995634,1252319,739239,513080,776228,624704,151524,246956,469402,141345,157284,61366,60386,1278604,524052,286086
469,GUJARAT,Banas Kantha,3120506,1610379,1510127,1704923,1048402,656521,1248600,836268,412332,366867,859436,159433,226765,105372,66950,1984701,738412,394793
470,GUJARAT,Patan,1343734,694397,649337,837913,494631,343282,554830,383074,171756,168990,364667,78731,129584,57494,46355,786357,341381,213465
471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,847499,655146,812064,588699,223365,260278,467128,183468,266108,139208,130723,1119451,554432,357578
472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,918625,660109,1084878,681435,403443,214062,597667,211423,333650,198963,110817,1393131,630963,400905
473,GUJARAT,Gandhinagar,1391753,723864,667889,1030494,582686,447808,534976,408075,126901,136131,363156,133594,196456,95730,108400,769329,391862,224886
474,GUJARAT,Ahmadabad,7214225,3788051,3426174,5435760,3025463,2410297,2594952,2127547,467405,761358,1614370,805199,1135058,549188,839295,3952858,2043895,1198152
475,GUJARAT,Surendranagar,1756268,909917,846351,1093626,643221,450405,723500,504038,219462,234873,482679,165406,172947,61164,58389,1033435,439352,280582
476,GUJARAT,Rajkot,3804558,1974445,1830113,2725056,1514075,1210981,1479050,1159480,319570,383780,913928,402240,540278,204306,266295,2080568,1052871,659576
477,GUJARAT,Jamnagar,2160119,1114192,1045927,1396534,795140,601394,847440,646822,200618,255785,491009,194057,199634,74029,87523,1220598,576319,358455
478,GUJARAT,Porbandar,585449,300209,285240,393678,221621,172057,231169,174118,57051,50588,150643,71637,63458,25119,22458,314886,163777,105638
479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,271762,700258,294811,311849,137505,139957,1527888,749156,461650
480,GUJARAT,Amreli,1514190,771049,743141,995459,558180,437279,657139,453642,203497,230474,412251,120625,149478,66785,50999,836343,389892,282409
481,GUJARAT,Bhavnagar,2880365,1490201,1390164,1887255,1087371,799884,1150632,838781,311851,422461,929286,266953,281250,96241,93391,1708938,720241,445121
482,GUJARAT,Anand,2092745,1087224,1005521,1551253,874481,676772,844794,627561,217233,257524,560542,229013,283571,127459,110351,1134962,585093,366419
483,GUJARAT,Kheda,2299885,1185727,1114158,1660243,942480,717763,933983,674586,259397,295057,641541,250044,310341,148530,84223,1260660,628221,388646
484,GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,858054,582751,1097507,673565,423942,255905,601358,205420,283648,139773,71810,1421859,599925,363391
485,GUJARAT,Dohad,2127086,1068651,1058435,1007171,599035,408136,999124,540881,458243,214098,392739,114168,156556,95794,41458,1402616,467115,252153
486,GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1614087,1278993,1693473,1233312,460161,396624,865726,457662,504732,268451,314960,2213474,1190041,733710
487,GUJARAT,Narmada,590297,301086,289211,370336,211767,158569,294795,174282,120513,76197,146661,58188,52687,28396,14748,336830,157910,93466
488,GUJARAT,Bharuch,1551019,805707,745312,1118276,623047,495229,627124,468919,158205,161675,367060,164765,188539,83895,74380,844298,442523,254728
489,GUJARAT,The Dangs,228291,113821,114470,140968,77314,63654,118257,61329,56928,43639,59954,17736,14872,7560,3490,146095,51821,30027
490,GUJARAT,Navsari,1329672,678165,651507,1001909,539471,462438,591834,407881,183953,145678,266733,140235,190861,112460,85041,673014,390349,258957
491,GUJARAT,Valsad,1705678,887222,818456,1170657,655528,515129,743245,516188,227057,165459,303197,171712,212318,123281,90912,944532,485874,259906
492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2687468,1883942,2553542,2142819,410723,566242,1332690,807021,896927,433651,379505,3563443,1740746,723415
493,GUJARAT,Tapi,807022,402188,404834,490036,269007,221029,450902,251049,199853,84559,174139,75545,86580,49482,31743,422047,235019,144575
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
494,DAMAN AND DIU,Diu,52074,25642,26432,38058,20327,17731,15750,12932,2818,1872,7668,8545,9051,4367,1906,30475,13932,7599
495,DAMAN AND DIU,Daman,191173,124659,66514,150348,104316,46032,105521,94502,11019,8957,28094,30406,26991,14170,9128,122589,52868,15428
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,142521,80709,157161,119293,37868,24701,69140,32004,37809,22700,19655,225103,87888,30346
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
497,MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,512099,394410,792065,442898,349167,166664,218718,121404,160961,113019,58461,1011352,390419,241534
498,MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,723388,570528,936370,570448,365922,200494,323641,208571,290656,182739,114931,1167569,513908,350747
499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,482462,735730,532587,627198,375643,229987,2352671,1080237,763529
500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1048892,830982,1219641,734024,485617,315408,457067,400342,406379,228266,113783,1467457,641840,473071
501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,758977,652304,768154,520362,247792,231841,328367,275264,291391,205723,112574,998769,483200,327932
502,MAHARASHTRA,Washim,1197160,620302,576858,869917,487703,382214,569792,340353,229439,166509,238985,160331,162762,116032,47865,682919,302425,210185
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1207104,1044771,1236322,837577,398745,326195,468853,463051,525116,346876,203273,1540590,783549,553265
504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,552617,466841,608235,392316,215919,140470,186781,201471,225208,158055,93772,659540,370227,270107
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,325084,666693,812381,790443,542228,493236,2460820,1361821,818467
506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,488709,411151,597305,345054,252251,115150,187870,208902,204435,153749,67061,626978,333120,232754
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,542837,461406,665419,383151,282268,138457,237888,231153,225595,159570,57923,704214,371908,244111
508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,395110,313255,584237,323338,260899,108850,145767,139482,140345,95911,35809,605217,289448,175518
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,872565,706050,1058172,648565,409607,243773,316192,337320,351610,241179,126488,1163802,629890,403719
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1115980,906594,1355999,815475,540524,391944,562739,382001,389924,245819,123074,1549263,733258,483813
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,416869,691348,368723,416761,255650,156225,2008314,809135,535827
512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,450551,340192,569182,330903,238279,175736,266649,127246,136075,74544,38698,692117,281905,201828
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,229217,396713,204316,229103,116041,81333,1078349,436486,313455
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,271061,422207,218189,225331,120715,64060,1150104,454836,341479
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,381695,686271,422964,537936,310762,253253,2211996,909771,571932
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,544346,1038955,851714,830070,485052,373100,3580633,1567252,948469
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4591396,3635765,4492767,3363123,1129644,712171,1530916,1588196,1751284,1080597,961719,6184519,3241888,1579921
518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,4223029,3352456,3735021,2944322,790699,512268,1140066,1628031,1914168,1091433,1183117,4936360,2812001,1575566
519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1410680,1098342,1284396,1021009,263387,118967,399792,603937,665263,378764,343374,1553005,933586,583243
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,1072969,753843,319126,231263,407662,335886,441072,221410,204507,1414154,748339,462741
521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,559840,1234549,1383055,1414563,867256,1086650,5184734,2624165,1586132
522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,1773355,1378535,2204590,1300309,904281,483996,833691,580959,745895,411908,315842,2496560,1166245,865139
523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,987185,731322,1255548,727819,527729,309704,436446,280800,316758,206530,129996,1473882,614615,494436
524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,268627,423711,296910,380344,224998,153256,1406364,584243,453229
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,644304,493506,773916,473795,300121,183972,300965,201646,260772,139479,96847,917343,393539,343021
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1651266,1259410,1898395,1206933,691462,390337,788150,535848,643327,328020,236302,2402794,1089900,809935
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,288427,495822,407977,556706,299993,243457,1517324,800492,671702
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,163025,378554,269872,247257,111600,65700,777431,438905,396967
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,348289,317778,347178,229676,117502,86480,165284,134734,175070,89023,48418,382024,242296,222963
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,321457,622362,487227,698604,395234,335413,1972486,1084858,801590
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,208511,507318,459156,453404,244804,214003,1450907,752303,603739
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,1323667,748939,574728,232470,344167,281752,225957,143143,100226,1536378,704551,422522
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,1261076,684320,576756,269487,421399,338668,396396,223365,141850,1399773,676401,437573
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,1876768,1049463,827305,340372,453505,482842,463403,293493,256633,1940234,1031735,728494
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,1442203,837874,604329,324267,503713,481984,373729,201928,127493,1735769,779738,509368
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,1413297,1045585,367712,230962,596591,685215,811501,517425,558090,2249130,1068243,542669
537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,1948784,1589244,2196078,1488916,707162,457916,756588,809283,821821,598940,740896,2966988,1455864,738037
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,2082501,1140067,942434,419379,596134,441585,308575,169083,98227,2360874,1027525,637430
